"","ID","label","type","Defs","Pref","label.final","label.nospace"
"192","obo.BSPO_0015009","immediately anterior to","prop","x immediately anterior to y iff x anterior to y and x is contiguous with y.","BSPO","immediately_anterior_to","immediately_anterior_to.($1)$2"
"193","obo.BSPO_0015012","immediately posterior to","prop","x immediately posterior to y iff x posterior_to y and x is contiguous with y.","BSPO","immediately_posterior_to","immediately_posterior_to.($1)$2"
"194","obo.BSPO_0015010","immediately distal to","prop","x immediately distal to y iff x distal to y and x is contiguous with y.","BSPO","immediately_distal_to","immediately_distal_to.($1)$2"
"195","obo.BSPO_0015013","immediately proximal to","prop","x immediately proximal to y iff x proximal to y and x is contiguous with y.","BSPO","immediately_proximal_to","immediately_proximal_to.($1)$2"
"196","obo.BSPO_0015011","immediately dorsal to","prop","x immediately dorsal to y iff x dorsal to y and x is contiguous with y.","BSPO","immediately_dorsal_to","immediately_dorsal_to.($1)$2"
"197","obo.BSPO_0015015","immediately ventral to","prop","x immediately ventral to y iff x ventral to y and x is contiguous with y.","BSPO","immediately_ventral_to","immediately_ventral_to.($1)$2"
"198","obo.BSPO_0015016","immediately left of","prop","x immediately left of y iff x left_of y and x is contiguous with y.","BSPO","immediately_left_of","immediately_left_of.($1)$2"
"199","obo.BSPO_0015017","immediately right of","prop","x immediately right of y iff x right of y and x is contiguous with y.","BSPO","immediately_right_of","immediately_right_of.($1)$2"
"200","obo.BSPO_0015101","in dorsal side of","prop","X dorsal side of Y <=> if Y is subdivided into two dorsal and ventral portions, X is part of the dorsal portion.","BSPO","in_dorsal_side_of","in_dorsal_side_of.($1)$2"
"201","obo.BSPO_0015102","in ventral side of","prop","X ventral side of Y <=> if Y is subdivided into two dorsal and ventral portions, X is part of the ventral portion.","BSPO","in_ventral_side_of","in_ventral_side_of.($1)$2"
"202","obo.BSPO_0015201","oral to","prop","nearer to the oral opening of the organism, on the oral-aboral axis.","BSPO","oral_to","oral_to.($1)$2"
"203","obo.BSPO_0015202","aboral to","prop","nearer to the aboral opening of the organism, on the oral-aboral axis.","BSPO","aboral_to","aboral_to.($1)$2"
"204","obo.BSPO_1000000","preaxial to","prop","x preaxial to y iff x is further along the preaxial-postaxial axis than y, towards the front.","BSPO","preaxial_to","preaxial_to.($1)$2"
"205","obo.RO_0002131","overlaps","prop","x overlaps y iff they have some part in common.","BSPO","overlaps","overlaps.($1)$2"
"206","obo.RO_0002220","adjacent to","prop","na","BSPO","adjacent_to","adjacent_to.($1)$2"
"207","._has_start_point","has start point","prop","A relation between an axis and a part of an organism, in which the part defines the initial point of the axis.","BSPO","has_start_point","has_start_point.($1)$2"
"208","bspo.parallel_to","parallel to","prop","x is parallel t y iff x and y are lines or planes which when extended indefinitely do not cross.","BSPO","parallel_to","parallel_to.($1)$2"
"209","obo.PATO_0000001","quality","class","A dependent entity that inheres in a bearer by virtue of how the bearer is related to other entities","PATO","quality","quality"
"210","obo.PATO_0001470","proportionality to","class","A quality inhering in a bearer by virtue of the bearer\'s magnitude in respect to a related entity.","PATO","proportionality_to","proportionality_to"
"211","obo.PATO_0000000","obsolete pato","class","na","PATO","obsolete_pato","obsolete_pato"
"212","obo.PATO_0000002","obsolete value","class","na","PATO","obsolete_value","obsolete_value"
"213","obo.PATO_0000003","obsolete assay","class","na","PATO","obsolete_assay","obsolete_assay"
"214","obo.PATO_0000004","mobility","class","A quality of inhering in a bearer by virtue of the bearer\'s disposition to move freely.","PATO","mobility","mobility"
"215","obo.PATO_0001018","physical quality","class","A quality of a physical entity that exists through action of continuants at the physical level of organisation in relation to other entities.","PATO","physical_quality","physical_quality"
"216","obo.PATO_0000005","obsolete absolute activity","class","na","PATO","obsolete_absolute_activity","obsolete_absolute_activity"
"217","obo.PATO_0000006","obsolete process","class","na","PATO","obsolete_process","obsolete_process"
"218","obo.PATO_0000007","obsolete relative activity","class","na","PATO","obsolete_relative_activity","obsolete_relative_activity"
"219","obo.PATO_0000008","speed","class","A physical quality inhering in a bearer by virtue of the bearer\'s scalar absolute value of the rate of change of the bearer\'s position.","PATO","speed","speed"
"220","obo.PATO_0001906","movement quality","class","A physical quality inhering in a bearer by virtue of the bearer\'s participation in movement.","PATO","movement_quality","movement_quality"
"221","obo.PATO_0000009","obsolete absolute speed","class","na","PATO","obsolete_absolute_speed","obsolete_absolute_speed"
"222","obo.PATO_0000010","obsolete relative speed","class","na","PATO","obsolete_relative_speed","obsolete_relative_speed"
"223","obo.PATO_0000011","age","class","A time quality inhering in a bearer by virtue of how long the bearer has existed.","PATO","age","age"
"224","obo.PATO_0000165","time","class","A quality in which events occur in sequence.","PATO","time","time"
"225","obo.PATO_0000012","obsolete absolute age","class","na","PATO","obsolete_absolute_age","obsolete_absolute_age"
"226","obo.PATO_0000013","obsolete relative age","class","na","PATO","obsolete_relative_age","obsolete_relative_age"
"227","obo.PATO_0000014","color","class","A composite chromatic quality composed of hue, saturation and intensity parts.","PATO","color","color"
"228","obo.PATO_0000051","morphology","class","A quality of a single physical entity inhering in the bearer by virtue of the bearer\'s size or shape or structure.","PATO","morphology","morphology"
"229","obo.PATO_0001300","optical quality","class","An EM radiation quality in which the EM radiation is within the fiat range of the spectrum visible deemed to be light.","PATO","optical_quality","optical_quality"
"230","obo.PATO_0000015","color hue","class","A chromatic scalar-circular quality inhering in an object that manifests in an observer by virtue of the dominant wavelength of the visible light; may be subject to fiat divisions, typically into 7 or 8 spectra.","PATO","color_hue","color_hue"
"231","obo.PATO_0001301","chromatic property","class","An optical quality that is the mixture, purity or pattern of wavelengths of light perceived by the observer.","PATO","chromatic_property","chromatic_property"
"232","obo.PATO_0000016","color brightness","class","A scalar optical property that is the intensity, value or amount of perceived light.","PATO","color_brightness","color_brightness"
"233","obo.PATO_0000017","color saturation","class","A scalar chromatic property that is the degree of purity of perceived light.","PATO","color_saturation","color_saturation"
"234","obo.PATO_0000018","fluorescence","class","A luminous flux quality inhering in a bearer by virtue of the bearer\'s emitting longer wavelength light following the absorption of shorter wavelength radiation; fluorescence is common with aromatic compounds with several rings joined together.","PATO","fluorescence","fluorescence"
"235","obo.PATO_0001296","luminous flux","class","A scalar optical quality which obtains by the magnitude of the light emitted by the bearer.","PATO","luminous_flux","luminous_flux"
"236","obo.PATO_0000019","color pattern","class","A chromatic property that is the relative position of different hues or degrees of saturation.","PATO","color_pattern","color_pattern"
"237","obo.PATO_0000060","spatial pattern","class","A spatial quality inhering in a bearer by virtue of the bearer\'s exhibiting repetition of placement of its parts.","PATO","spatial_pattern","spatial_pattern"
"238","obo.PATO_0000020","na","class","na","PATO","obo.PATO_0000020","obo.PATO_0000020"
"239","obo.PATO_0000021","compatibility","class","A quality inhering in a bearer by virtue of the bearer\'s disposition to harmonious coexistence.","PATO","compatibility","compatibility"
"240","obo.PATO_0000186","behavioral quality","class","An organismal quality inhering in a bearer by virtue of the bearer\'s behavior aggregate of the responses or reactions or movements in a given situation.","PATO","behavioral_quality","behavioral_quality"
"241","obo.PATO_0000022","obsolete gametophytic compatability","class","na","PATO","obsolete_gametophytic_compatability","obsolete_gametophytic_compatability"
"242","obo.PATO_0000023","obsolete relative compatability","class","na","PATO","obsolete_relative_compatability","obsolete_relative_compatability"
"243","obo.PATO_0000024","obsolete sporophytic compatability","class","na","PATO","obsolete_sporophytic_compatability","obsolete_sporophytic_compatability"
"244","obo.PATO_0000025","composition","class","A single physical entity inhering in an bearer by virtue of the bearer\'s quantities or relative ratios of subparts.","PATO","composition","composition"
"245","obo.PATO_0000141","structure","class","A morphology quality inhering in a bearer by virtue of the bearer\'s relative position, shape, arrangements and connectivity of an organism\'s various parts; the pattern underlying its form.","PATO","structure","structure"
"246","obo.PATO_0000026","obsolete carbohydrate composition","class","na","PATO","obsolete_carbohydrate_composition","obsolete_carbohydrate_composition"
"247","obo.PATO_0000027","obsolete electrolyte composition","class","na","PATO","obsolete_electrolyte_composition","obsolete_electrolyte_composition"
"248","obo.PATO_0000028","obsolete macromolecular composition","class","na","PATO","obsolete_macromolecular_composition","obsolete_macromolecular_composition"
"249","obo.PATO_0000029","obsolete protein composition","class","na","PATO","obsolete_protein_composition","obsolete_protein_composition"
"250","obo.PATO_0000030","obsolete enzyme composition","class","na","PATO","obsolete_enzyme_composition","obsolete_enzyme_composition"
"251","obo.PATO_0000031","obsolete metabolite composition","class","na","PATO","obsolete_metabolite_composition","obsolete_metabolite_composition"
